tweet_id,username,name,profile_picture,replies,retweets,likes,is_retweet,retweet_link,posted_time,content,hashtags,mentions,images,videos,tweet_url,link
1593063302636396544,gawrgura,Gawr Gura,https://pbs.twimg.com/profile_images/1539701674679291904/ZrBJqhoc_x96.jpg,524,2089,24034,False,,2022-11-17T02:07:43+00:00,,[],[],['https://pbs.twimg.com/tweet_video_thumb/FhuyoMyWAAI32FP.jpg'],['https://video.twimg.com/tweet_video/FhuyoMyWAAI32FP.mp4'],https://twitter.com/gawrgura/status/1593063302636396544,
1593050858824298496,gawrgura,Gawr Gura,https://pbs.twimg.com/profile_images/1539701674679291904/ZrBJqhoc_x96.jpg,198,1057,14010,False,,2022-11-17T01:18:16+00:00,"AAAAAAAAAAAAAA
https://youtu.be/homOQMydc_4",[],[],['https://pbs.twimg.com/media/FhunQ1mXoAAzu4g?format=jpg&name=medium'],[],https://twitter.com/gawrgura/status/1593050858824298496,
1592267177222352896,gawrgura,Gawr Gura,https://pbs.twimg.com/profile_images/1539701674679291904/ZrBJqhoc_x96.jpg,128,992,9182,False,,2022-11-14T21:24:12+00:00,"funny blue hedgehog does backflip (i made him do it)
https://youtu.be/IZkOQdNYoa4",[],[],['https://pbs.twimg.com/media/FhjcwgtXEAIuwqx?format=jpg&name=medium'],[],https://twitter.com/gawrgura/status/1592267177222352896,
1591446348670578688,Ixy,Ｉｘｙ（いくしー）,https://pbs.twimg.com/profile_images/1389260343059222535/7YTDJ4GJ_x96.jpg,47,6423,49553,True,https://twitter.com/Ixy/status/1591446348670578688,2022-11-12T15:02:31+00:00,"35日目　がうる・ぐら
#gawrt
#100日チャレンジ","['gawrt', '100日チャレンジ']",[],['https://pbs.twimg.com/media/FhXztuLVIAEt8dB?format=jpg&name=900x900'],[],https://twitter.com/Ixy/status/1591446348670578688,
1591187490765144064,gawrgura,Gawr Gura,https://pbs.twimg.com/profile_images/1539701674679291904/ZrBJqhoc_x96.jpg,91,722,7495,False,,2022-11-11T21:53:55+00:00,"BIG BALL  STREAM
https://youtu.be/4GGkDCAprEs",[],[],['https://pbs.twimg.com/media/FhUIeIAWAAARarI?format=jpg&name=medium'],[],https://twitter.com/gawrgura/status/1591187490765144064,
1591179367719346195,gawrgura,Gawr Gura,https://pbs.twimg.com/profile_images/1539701674679291904/ZrBJqhoc_x96.jpg,437,1394,25759,False,,2022-11-11T21:21:38+00:00,"IM BACK, STINKIES >:3
STREAM TONITE ",[],[],[],[],https://twitter.com/gawrgura/status/1591179367719346195,
1590455017471115264,aaanecooo,Aneco,https://pbs.twimg.com/profile_images/1215979280892456960/Hs8rseZN_x96.jpg,48,4330,30868,True,https://twitter.com/aaanecooo/status/1590455017471115264,2022-11-09T21:23:20+00:00,#gawrt,['gawrt'],[],['https://pbs.twimg.com/media/FhJuZoPVEAEQPxQ?format=jpg&name=medium'],[],https://twitter.com/aaanecooo/status/1590455017471115264,
1590354562241945602,Cheon1986,HxxG / ホン,https://pbs.twimg.com/profile_images/1420327452983758856/kpOVz3Wp_x96.jpg,57,6549,45243,True,https://twitter.com/Cheon1986/status/1590354562241945602,2022-11-09T14:44:09+00:00,"80 がうるぐら
#gawrt",['gawrt'],[],['https://pbs.twimg.com/media/FhISnuEUcAEgWFK?format=jpg&name=large'],[],https://twitter.com/Cheon1986/status/1590354562241945602,
1589105749535653888,gawrgura,Gawr Gura,https://pbs.twimg.com/profile_images/1539701674679291904/ZrBJqhoc_x96.jpg,284,2605,29291,False,,2022-11-06T04:01:49+00:00,"recieved my hardcover birthday cookbook from you guys today ... 
you are the very best, thank you so much!!!  sobbin",[],[],['https://pbs.twimg.com/media/Fg2jQVXXwAA_k1o?format=jpg&name=medium'],[],https://twitter.com/gawrgura/status/1589105749535653888,
1588450967313608705,gawrgura,Gawr Gura,https://pbs.twimg.com/profile_images/1539701674679291904/ZrBJqhoc_x96.jpg,151,1862,18347,False,,2022-11-04T08:39:57+00:00,"!!!!!! coolest live EVER!!  I recognized so many songs from the setlist—thank you senchou!!! 
 #宝鐘マリン3周年記念歌謡祭",['宝鐘マリン3周年記念歌謡祭'],[],['https://pbs.twimg.com/media/FgtPvByXEAA7DCH?format=jpg&name=medium'],[],https://twitter.com/gawrgura/status/1588450967313608705,
